Order ID,Order Date,Customer Name,Region,Product Category,Product Name,Sales Amount,Quantity,Profit,Discount,Payment Mode
ORD-2022-00635,2024-04-27,Pamela Evans,West,Clothing,Running Shoes,285.55,2,158.41,0.1,Cash
ORD-2023-00676,2022-06-15,Jerry Henderson,,Electronics,Wireless Mouse,40.33,1,13.87,0.0,Mobile Payment
ORD-2021-01276,2023-01-07,Douglas Green,,Sports,Swimming Goggles,57.84,2,28.4,0.0,Cash
ORD-2021-01804,2022-10-31,Jacob Carter,West,Home & Kitchen,Air Fryer 5L,140.13,1,56.95,0.15,Online Transfer
ORD-2023-00257,2021-10-26,Patrick Parker,South,Clothing,Running Shoes,385.41,3,201.01,0.0,Debit Card
ORD-2021-01120,2023-06-03,Brandon Gutierrez,,Furniture,Office Desk - Wood,391.51,1,147.8,0.1,Mobile Payment
ORD-2024-00733,2021-02-10,Pamela Garcia,South,Sports,Gym Bag,96.9,2,34.06,0.0,Credit Card
ORD-2022-01027,2021-07-15,Stephanie Gray,Central,Home & Kitchen,Food Processor,92.55,1,16.16,0.25,Online Transfer
ORD-2023-02328,2024-08-20,Anna Smith,East,Electronics,Smart Watch,584.8,2,167.28,0.05,Credit Card
ORD-2024-01043,2023-08-22,Rachel Cooper,East,Electronics,USB-C Hub Adapter,183.77,3,41.56,0.2,Cash
ORD-2022-02356,2023-09-03,Deborah Foster,South,Electronics,27 inch Monitor,1262.48,3,336.8,0.15,Credit Card
ORD-2022-00573,2021-05-26,Barbara Turner,Central,Furniture,Ergonomic Office Chair,329.37,1,128.16,0.0,Cash
ORD-2024-02470,2023-06-09,Edward Chavez,West,Sports,Resistance Bands Set,37.77,1,15.02,0.1,Credit Card
ORD-2024-01828,2022-06-28,Mary Collins,Central,Furniture,Standing Desk Converter,255.87,1,86.49,0.05,Debit Card
ORD-2022-01960,2024-11-06,Stephen Foster,East,Furniture,TV Stand 60 inch,397.92,2,85.37,0.15,Cash
ORD-2022-01983,2021-07-09,Catherine Lopez,West,Electronics,Laptop - 15 inch,3337.41,3,1243.85,0.0,Credit Card
ORD-2022-02084,2023-08-14,Carolyn Sanchez,West,Electronics,Bluetooth Speaker,107.11,1,15.89,0.25,Credit Card
ORD-2023-00095,2024-02-26,Patrick Turner,West,Electronics,External SSD 1TB,148.2,1,36.16,0.05,Cash
ORD-2024-00021,2022-10-06,Patricia Patel,Central,Home & Kitchen,Vacuum Cleaner Cordless,1484.94,3,596.59,0.0,Credit Card
ORD-2023-01201,2024-11-30,Rachel Allen,West,Clothing,Running Shoes,257.43,2,76.74,0.15,Debit Card
ORD-2024-02248,2021-04-26,,East,Electronics,Laptop - 15 inch,1153.73,1,402.11,0.0,Debit Card
ORD-2022-00422,2022-07-20,Linda Stewart,Central,Furniture,Filing Cabinet 3-Drawer,699.7,3,197.03,0.05,Credit Card
ORD-2022-02488,2022-12-15,Jason Morales,East,Clothing,Women's Blouse,66.6,2,27.94,0.25,Credit Card
ORD-2023-00586,2021-08-03,Timothy Parker,South,Furniture,Ergonomic Office Chair,350.31,1,144.33,0.05,Credit Card
ORD-2024-01002,2024-05-14,Carol Ross,South,Furniture,Storage Cabinet,636.27,2,242.69,0.05,Credit Card
ORD-2023-00813,2022-03-06,Elizabeth Ramos,West,Sports,Football Soccer,34.48,1,13.59,0.15,Cash
ORD-2021-01033,2022-03-04,Douglas Martin,South,Furniture,Filing Cabinet 3-Drawer,743.97,3,248.36,0.0,Debit Card
ORD-2023-02335,2023-04-01,Justin Russell,West,Home & Kitchen,Electric Kettle 1.7L,140.58,3,,0.0,Online Transfer
ORD-2022-02022,2023-04-12,Brandon Russell,East,Clothing,Denim Jeans,113.55,2,40.38,0.3,Credit Card
ORD-2021-01039,2022-12-16,William Jimenez,West,Sports,Resistance Bands Set,81.12,2,32.3,0.0,Mobile Payment
ORD-2022-01359,2023-06-23,Larry Evans,Central,Sports,Gym Bag,83.11,2,30.16,0.15,Debit Card
ORD-2023-01510,2022-07-08,Linda Martin,South,Home & Kitchen,Toaster 4-Slice,161.94,3,66.75,0.0,Cash
ORD-2021-01308,2022-05-11,Matthew Hernandez,South,Clothing,Denim Jeans,151.77,2,56.58,0.05,Cash
ORD-2023-00875,2023-03-19,Debra Young,South,Home & Kitchen,Cookware Set 10pc,676.42,2,323.41,0.0,Cash
ORD-2023-00786,2024-12-21,Ronald Morris,West,Home & Kitchen,Electric Kettle 1.7L,44.47,1,18.68,0.1,Cash
ORD-2024-00782,2024-07-19,Richard Gonzalez,West,Clothing,Denim Jeans,129.3,2,53.3,0.0,Credit Card
ORD-2024-00650,2021-01-19,Debra Diaz,Central,Clothing,Women's Blouse,113.48,3,60.71,0.1,Mobile Payment
ORD-2023-02181,2024-04-28,Joshua Morales,South,Clothing,Winter Jacket,365.04,3,192.46,0.0,Debit Card
ORD-2022-00170,2023-06-18,Susan Watson,East,Electronics,Portable Charger 20000mAh,55.88,1,18.58,0.0,Online Transfer
ORD-2022-02097,2023-05-01,Anthony Turner,Central,Furniture,Ergonomic Office Chair,344.11,1,108.3,0.0,Cash
ORD-2023-00561,2024-12-14,Nicole Wood,East,Furniture,Desk Lamp LED,54.64,1,11.03,0.25,Debit Card
ORD-2023-01293,2021-12-13,Gregory Rivera,Central,Home & Kitchen,Robot Vacuum,410.82,1,112.75,0.05,Credit Card
ORD-2022-02442,2024-06-04,Stephanie Castillo,West,Sports,Gym Bag,55.02,1,24.83,0.0,Credit Card
ORD-2024-01015,2024-09-14,Nicole Brown,West,Home & Kitchen,Air Fryer 5L,341.66,2,155.8,0.0,Cash
ORD-2023-00614,2023-04-11,Alexander Hill,West,Clothing,Men's Formal Shirt,56.83,1,30.91,0.05,Online Transfer
ORD-2021-02156,2021-12-24,Robert Richardson,Central,Home & Kitchen,Vacuum Cleaner Cordless,603.95,2,156.24,0.2,Online Transfer
ORD-2024-02393,2021-08-22,Maria Long,East,Clothing,Cotton T-Shirt,26.79,1,14.8,0.1,Credit Card
ORD-2021-01780,2022-06-10,Elizabeth Morgan,East,Furniture,Filing Cabinet 3-Drawer,561.52,2,234.86,0.0,Credit Card
ORD-2022-02129,2022-06-18,Daniel Flores,East,Home & Kitchen,Throw Pillow Set,48.57,1,17.27,0.05,Credit Card
ORD-2023-00771,2022-08-13,Joshua Sanders,West,Electronics,Noise Cancelling Headphones,811.14,3,232.47,0.0,Mobile Payment
ORD-2023-00198,2024-09-10,Nicholas Powell,Central,Home & Kitchen,Vacuum Cleaner Cordless,502.03,1,206.89,0.0,Credit Card
ORD-2022-02089,2023-12-22,Joshua Russell,West,Furniture,Filing Cabinet 3-Drawer,181.98,1,44.7,0.25,Credit Card
ORD-2021-00849,2022-12-28,Adam Castillo,East,Clothing,Winter Jacket,113.27,1,53.01,0.15,Credit Card
ORD-2023-00643,2023-04-15,Ryan Russell,South,Electronics,Mechanical Keyboard,260.62,2,68.97,0.0,Debit Card
ORD-2024-02005,2024-07-25,Kathleen Anderson,South,Furniture,Office Desk - Wood,485.95,1,164.98,0.05,Online Transfer
ORD-2021-01641,2023-07-06,Susan Carter,East,Home & Kitchen,Toaster 4-Slice,52.03,1,10.08,0.2,Debit Card
ORD-2024-01063,2024-12-25,Christine Ramos,South,Furniture,Office Desk - Wood,386.35,1,84.12,0.2,Cash
ORD-2023-00421,2024-02-11,Thomas Adams,West,Sports,Dumbbells Set 20kg,234.11,1,75.88,0.05,Online Transfer
ORD-2023-00903,2024-07-22,Gregory Parker,South,Furniture,Bookshelf 5-Tier,475.82,2,130.36,0.05,Mobile Payment
ORD-2021-01003,2022-07-06,Jeffrey Myers,West,Furniture,Coffee Table,154.32,1,41.17,0.05,Online Transfer
ORD-2024-01840,2023-05-05,Mark Parker,Central,Sports,Tennis Racket,201.3,2,72.26,0.15,Online Transfer
ORD-2023-00689,2022-04-26,Nathan Perry,West,Clothing,Running Shoes,239.21,2,101.0,0.15,Credit Card
ORD-2021-00855,2021-01-23,Joyce Lee,West,Clothing,Casual Dress Shirt,51.87,1,16.0,0.15,Cash
ORD-2023-00843,2024-08-09,Brian Gonzalez,South,Clothing,Winter Jacket,114.63,1,40.76,0.15,Debit Card
ORD-2024-01364,2021-12-27,Anna Lopez,Central,Clothing,Denim Jeans,218.82,3,114.07,0.05,Mobile Payment
ORD-2024-01402,2023-02-21,Jennifer Richardson,South,Sports,Tennis Racket,125.96,1,52.89,0.0,Credit Card
ORD-2021-00117,2022-10-29,Amanda Clark,West,Sports,Fitness Tracker Band,138.24,2,55.64,0.05,Credit Card
ORD-2023-01484,2022-02-11,Jack Hill,South,Furniture,Office Desk - Wood,793.68,2,99.97,0.2,Credit Card
ORD-2021-00304,2023-03-01,Nicole Sanchez,West,Home & Kitchen,Electric Kettle 1.7L,50.9,1,17.78,0.05,Cash
ORD-2022-00167,2021-03-15,Elizabeth Alvarez,East,Clothing,Sneakers,291.17,3,91.64,0.2,Credit Card
ORD-2021-02000,2024-11-01,Michael Harris,Central,Clothing,Casual Dress Shirt,50.45,1,20.64,0.05,Credit Card
ORD-2024-02292,2022-02-25,Alexander Martinez,East,Home & Kitchen,Air Fryer 5L,163.79,1,78.3,0.0,Cash
ORD-2021-01007,2023-08-21,Ashley Lee,East,Home & Kitchen,Electric Kettle 1.7L,91.4,2,43.44,0.0,Credit Card
ORD-2022-00681,2022-07-08,William Rivera,East,Furniture,Filing Cabinet 3-Drawer,187.65,1,22.22,0.25,Cash
ORD-2023-00214,2021-10-10,Donald Wright,East,Home & Kitchen,Coffee Maker Drip,107.38,1,42.71,0.05,Online Transfer
ORD-2022-01262,2023-09-18,Donald Edwards,South,Electronics,Noise Cancelling Headphones,272.27,1,98.26,0.0,Cash
ORD-2023-00223,2024-02-09,Nancy Miller,South,Clothing,Leather Belt,32.47,1,6.62,0.25,Cash
ORD-2021-00042,2023-12-10,Christine Miller,,Home & Kitchen,Weighted Blanket,93.72,1,29.35,0.0,Online Transfer
ORD-2023-00363,2023-10-26,Scott Hughes,Central,Home & Kitchen,Toaster 4-Slice,55.02,1,14.16,0.15,Debit Card
ORD-2023-01714,2021-08-10,Deborah Barnes,South,Electronics,27 inch Monitor,574.23,1,147.28,0.0,Online Transfer
ORD-2024-01828,2022-06-28,Mary Collins,Central,Furniture,Bookshelf 5-Tier,188.5,1,54.46,0.05,Debit Card
ORD-2021-01404,2023-11-07,Christine Taylor,Central,Electronics,Bluetooth Speaker,229.74,2,89.11,0.0,Credit Card
ORD-2021-02137,2021-01-13,Brenda Gutierrez,East,Home & Kitchen,Cookware Set 10pc,209.12,1,45.52,0.3,Credit Card
ORD-2023-00011,2024-07-08,Donald Wood,West,Furniture,Storage Cabinet,703.65,3,135.47,0.15,Cash
ORD-2023-01635,2023-09-19,Laura Morgan,East,Sports,Foam Roller,37.82,1,11.06,0.15,Debit Card
ORD-2021-00252,2021-07-18,Donna James,East,Clothing,Sports Shorts,84.44,2,43.88,0.0,Mobile Payment
ORD-2023-02409,2024-09-21,Stephen Thomas,East,Furniture,Office Desk - Wood,507.06,1,180.06,0.0,Credit Card
ORD-2022-00850,2023-10-31,David Morgan,West,Sports,Basketball,41.0,1,18.25,0.0,Mobile Payment
ORD-2023-00083,2024-09-02,Pamela Harris,East,Furniture,Desk Lamp LED,217.77,3,81.65,0.0,Debit Card
ORD-2022-02491,2022-12-31,Patricia Young,East,Home & Kitchen,Air Fryer 5L,365.24,3,34.93,0.25,Online Transfer
ORD-2023-00123,2023-08-19,,Central,Furniture,Ergonomic Office Chair,410.16,1,128.59,0.0,Credit Card
ORD-2021-01752,2024-03-22,Christine Murphy,West,Sports,Boxing Gloves,102.72,1,48.86,0.0,Credit Card
ORD-2023-01059,2024-08-31,Amanda Diaz,East,Clothing,Denim Jeans,60.16,1,21.35,0.1,Cash
ORD-2023-00644,2024-11-18,Dorothy Long,West,Clothing,Leather Belt,34.47,1,14.76,0.15,Credit Card
ORD-2022-01299,2024-01-12,Katherine Cruz,East,Sports,Basketball,39.93,1,16.9,0.0,Mobile Payment
ORD-2024-01320,2024-06-16,Laura Lee,East,Electronics,27 inch Monitor,435.16,1,114.58,,Online Transfer
ORD-2022-01940,2022-04-16,Sandra Torres,East,Clothing,Women's Blouse,38.68,1,14.93,0.25,Debit Card
ORD-2021-01650,2024-02-21,Jason Harris,South,Sports,Foam Roller,44.2,1,17.08,0.05,Cash
ORD-2024-01048,2022-02-06,Lisa Young,East,Electronics,Tablet 10 inch,359.37,1,78.28,0.1,Debit Card
ORD-2023-01449,2022-06-20,Karen Martinez,South,Clothing,Sports Shorts,76.17,2,32.72,0.05,Credit Card
ORD-2022-00594,2021-08-24,Susan Kim,South,Sports,Basketball,48.02,1,22.4,0.0,Mobile Payment
ORD-2023-02268,2023-07-28,Sandra Cook,South,Sports,Gym Bag,54.37,1,25.66,0.05,Credit Card
ORD-2021-01426,2024-01-13,Douglas Ortiz,Central,Electronics,Webcam HD,82.42,1,7.06,0.2,Cash
ORD-2023-02153,2023-01-29,Jason Harris,East,Electronics,Laptop - 13 inch,1285.17,1,376.67,0.1,Debit Card
ORD-2023-01722,2022-06-12,Kathleen Walker,East,Electronics,External SSD 1TB,306.14,2,77.43,0.0,Credit Card
ORD-2024-02441,2024-01-01,Dorothy Bennett,South,Sports,Jump Rope,18.81,1,9.14,0.0,Credit Card
ORD-2021-02426,2023-01-20,Virginia Robinson,West,Clothing,Wool Sweater,182.7,2,82.79,0.1,Mobile Payment
ORD-2024-01715,2024-01-18,Nancy Lee,East,Furniture,Conference Table,1589.16,2,547.2,0.05,Online Transfer
ORD-2021-01681,2024-05-30,Rebecca Lewis,South,Home & Kitchen,Vacuum Cleaner Cordless,421.93,1,195.29,0.05,Cash
ORD-2024-02326,2021-11-07,Edward Scott,East,Clothing,Leather Belt,38.38,1,18.22,0.0,Online Transfer
ORD-2024-02062,2023-01-05,Thomas Torres,West,Electronics,External SSD 1TB,523.14,3,178.07,0.0,Online Transfer
ORD-2021-00936,2023-05-02,Gregory Brown,,Clothing,Sports Shorts,43.05,1,22.48,0.0,Cash
ORD-2021-02239,2024-12-10,Ronald Morris,South,Electronics,4K Ultra HD Monitor,523.83,1,105.9,0.15,Online Transfer
ORD-2022-01726,2022-12-09,Henry Hall,West,Home & Kitchen,Throw Pillow Set,36.92,1,8.55,0.15,Credit Card
ORD-2021-00960,2021-01-25,Gary Campbell,South,Sports,Resistance Bands Set,38.03,1,14.32,0.05,Mobile Payment
ORD-2021-00772,2024-10-11,Douglas Mendoza,South,Furniture,TV Stand 60 inch,169.62,1,30.09,,Credit Card
ORD-2023-02360,2024-04-23,Ryan Perez,Central,Clothing,Wool Sweater,168.8,2,63.31,0.05,Online Transfer
ORD-2024-00030,2024-09-05,Brandon Torres,West,Electronics,Bluetooth Speaker,111.48,1,18.77,0.25,Credit Card
ORD-2024-00715,2022-05-04,Melissa Cruz,West,Electronics,Webcam HD,169.08,2,36.48,0.05,Online Transfer
ORD-2023-01222,2021-02-13,Stephanie Cooper,West,Electronics,Portable Charger 20000mAh,84.97,2,6.37,0.25,Mobile Payment
ORD-2022-00313,2023-08-14,Helen Bailey,,Furniture,Office Desk - Wood,339.29,1,,0.15,Cash
ORD-2023-02174,2023-01-27,Cynthia Ruiz,South,Sports,Jump Rope,18.74,1,6.03,0.15,Debit Card
ORD-2024-02452,2023-05-30,Stephanie Nguyen,East,Home & Kitchen,Weighted Blanket,96.47,1,34.06,,Credit Card
ORD-2023-01581,2023-11-08,Matthew Evans,South,Furniture,Office Desk - Wood,495.14,1,149.16,0.0,Cash
ORD-2023-01389,2021-01-12,Karen Cooper,South,Home & Kitchen,Blender 1000W,79.34,1,15.39,,Online Transfer
ORD-2023-00093,2023-07-16,Jacob Turner,East,Electronics,Smart Watch,303.61,1,24.09,0.2,Online Transfer
ORD-2022-00160,2024-06-15,Donna Walker,West,Electronics,Bluetooth Speaker,411.48,3,140.52,0.0,Cash
ORD-2022-01743,2024-04-20,Samantha Allen,Central,Sports,Jump Rope,45.3,2,18.69,0.0,Online Transfer
ORD-2022-01818,2023-02-03,Justin Russell,West,Electronics,4K Ultra HD Monitor,721.18,1,212.24,0.05,Debit Card
ORD-2022-00185,2021-07-29,Emily Ramirez,East,Sports,Fitness Tracker Band,148.22,2,72.41,0.0,Online Transfer
ORD-2021-01912,2021-01-08,Nicholas Gray,West,Furniture,Filing Cabinet 3-Drawer,377.08,2,120.43,0.15,Cash
ORD-2023-01827,2024-04-14,Elizabeth Ramos,South,Furniture,Bookshelf 5-Tier,241.13,1,106.76,0.0,Debit Card
ORD-2023-01396,2021-04-29,Donna Young,South,Clothing,Winter Jacket,112.89,1,45.57,0.1,Online Transfer
ORD-2024-01944,2021-11-06,Nicholas Wilson,East,Sports,Basketball,132.07,3,54.7,0.05,Credit Card
ORD-2021-01533,2021-04-23,Dennis Kelly,,Electronics,Tablet 10 inch,472.87,1,180.17,0.0,Debit Card
ORD-2024-02105,2022-09-02,Joseph Roberts,South,Furniture,Coffee Table,325.98,2,94.98,0.1,Credit Card
ORD-2024-01831,2024-05-31,Linda Robinson,West,Electronics,Bluetooth Speaker,109.17,1,31.77,0.15,Debit Card
ORD-2022-02026,2023-08-17,Ashley Ortiz,South,Home & Kitchen,Food Processor,118.51,1,,0.15,Online Transfer
ORD-2023-02090,2022-10-04,Jessica Reyes,South,Furniture,Coffee Table,380.36,2,135.17,0.1,Credit Card
ORD-2021-00314,2022-05-30,Eric Bennett,East,Home & Kitchen,Electric Kettle 1.7L,47.61,1,19.3,0.0,Mobile Payment
ORD-2022-01209,2022-03-08,Anna Cruz,East,Furniture,Standing Desk Converter,403.05,2,45.45,0.25,Credit Card
ORD-2024-00529,2021-02-08,Emma Reed,East,Electronics,Webcam HD,166.29,2,,0.2,Credit Card
ORD-2022-01927,2023-12-21,Michael Harris,East,Sports,Dumbbells Set 20kg,477.01,2,205.9,0.05,Credit Card
ORD-2023-00027,2024-06-30,Jack King,Central,Sports,Foam Roller,35.95,1,9.62,0.15,Debit Card
ORD-2021-01489,2022-06-27,Brian Phillips,West,Furniture,Standing Desk Converter,258.05,1,85.85,0.15,Credit Card
ORD-2023-00852,2024-03-22,Henry Miller,West,Electronics,,170.32,2,32.73,0.25,Online Transfer
ORD-2021-00945,2023-07-15,Sarah Roberts,West,Home & Kitchen,Electric Kettle 1.7L,77.04,2,23.07,0.15,Cash
ORD-2023-00770,2021-07-28,Janet Collins,Central,Sports,Yoga Mat Premium,112.8,2,45.87,0.0,Online Transfer
ORD-2021-02289,2024-09-16,Angela Smith,East,Furniture,Bookshelf 5-Tier,206.32,1,86.05,0.05,Online Transfer
ORD-2021-01520,2022-06-19,Charles Ramos,Central,Clothing,Casual Dress Shirt,60.28,1,29.1,0.05,Credit Card
ORD-2023-02268,2023-07-28,Sandra Cook,South,Furniture,Bookshelf 5-Tier,188.5,1,43.26,0.15,Credit Card
ORD-2024-02014,2022-12-01,Matthew Mendoza,West,Electronics,Portable Charger 20000mAh,44.62,1,5.17,0.25,Online Transfer
ORD-2021-02082,2021-05-18,Melissa Alvarez,South,Furniture,TV Stand 60 inch,484.32,2,154.34,0.0,Online Transfer
ORD-2024-02344,2022-10-12,Emma Williams,East,Furniture,Conference Table,2499.87,3,1003.76,0.0,Online Transfer
ORD-2021-01032,2023-04-04,Patricia Thompson,West,Furniture,Storage Cabinet,307.57,1,89.91,0.1,Debit Card
ORD-2021-01579,2023-03-01,Rebecca Perez,,Electronics,Smart Watch,622.0,2,166.62,0.05,Credit Card
ORD-2021-00506,2023-03-28,Rachel Walker,Central,Home & Kitchen,Electric Kettle 1.7L,97.51,2,45.4,0.05,Credit Card
ORD-2023-00336,2021-10-16,Jerry Perez,East,Electronics,4K Ultra HD Monitor,632.43,1,128.91,0.1,Credit Card
ORD-2023-01469,2022-11-03,Henry Thomas,Central,Sports,Jump Rope,21.23,1,10.04,0.0,Cash
ORD-2021-01912,2021-01-08,Nicholas Gray,West,Sports,Foam Roller,45.41,1,16.92,0.05,Cash
ORD-2024-00888,2021-05-23,Nathan Hernandez,Central,Clothing,Cotton T-Shirt,47.39,2,19.2,0.2,Online Transfer
ORD-2022-00242,2021-12-16,Raymond Rogers,South,Electronics,USB-C Hub Adapter,115.49,2,23.71,0.2,Credit Card
ORD-2022-00707,2022-09-03,Donna Scott,South,Sports,Yoga Mat Premium,43.87,1,13.5,0.25,Online Transfer
ORD-2022-00868,2022-09-04,Dorothy Powell,South,Electronics,4K Ultra HD Monitor,1473.16,2,364.45,0.05,Debit Card
ORD-2023-01657,2024-06-20,Kimberly Torres,Central,Home & Kitchen,Coffee Maker Drip,96.11,1,41.61,0.0,Mobile Payment
ORD-2022-01690,2024-04-28,Pamela Stewart,Central,Furniture,Conference Table,869.95,1,247.48,0.1,Credit Card
ORD-2024-00983,2023-09-29,Carolyn Hughes,East,Electronics,Tablet 10 inch,358.47,1,85.12,0.15,Mobile Payment
ORD-2021-00366,2021-01-15,Gary Gonzales,South,Home & Kitchen,Blender 1000W,102.36,1,26.5,0.15,Debit Card
ORD-2024-00913,2023-04-05,Henry White,West,Clothing,Running Shoes,260.41,2,133.46,0.1,Credit Card
ORD-2023-00511,2023-04-04,Brenda Russell,East,Home & Kitchen,Cookware Set 10pc,288.86,1,101.29,0.1,Mobile Payment
ORD-2021-01431,2024-11-09,Jeffrey White,West,Clothing,Running Shoes,306.09,2,119.31,0.1,Online Transfer
ORD-2021-01939,2022-01-06,Tyler Chavez,Central,Electronics,Smart Watch,366.67,1,77.81,0.05,Debit Card
ORD-2022-01959,2023-05-27,Matthew Howard,Central,Clothing,Formal Trousers,157.44,3,61.11,0.15,Credit Card
ORD-2021-00527,2021-08-31,Justin Gutierrez,South,Electronics,Wireless Earbuds,95.74,1,33.53,0.0,Credit Card
ORD-2024-00100,2024-10-10,Helen Rodriguez,East,Sports,Boxing Gloves,97.16,1,42.2,0.0,Online Transfer
ORD-2021-01914,2023-04-13,Matthew Peterson,West,Home & Kitchen,Electric Kettle 1.7L,42.42,1,12.87,0.05,Mobile Payment
ORD-2021-00266,2023-04-11,Catherine Smith,East,Sports,Foam Roller,88.62,2,42.07,0.0,Online Transfer
ORD-2022-02187,2021-06-05,Debra Young,South,Home & Kitchen,Throw Pillow Set,132.66,3,58.45,0.0,Cash
ORD-2022-00019,2021-03-31,James Gutierrez,South,Sports,Gym Bag,146.34,3,70.92,0.0,Debit Card
ORD-2022-00546,2024-09-22,Stephen Thomas,West,Home & Kitchen,Coffee Maker Drip,79.74,1,25.32,0.2,Credit Card
ORD-2021-02121,2021-05-17,Gregory Wilson,South,Electronics,Mechanical Keyboard,110.59,1,43.03,0.0,Online Transfer
ORD-2022-00883,2021-06-27,Brian Evans,Central,Home & Kitchen,Weighted Blanket,91.97,1,44.63,0.0,Cash
ORD-2022-02186,2024-07-14,Angela Price,East,Sports,Yoga Mat Premium,121.23,2,39.03,0.1,Credit Card
ORD-2022-00489,2022-07-19,Pamela Roberts,West,Electronics,Portable Charger 20000mAh,103.74,2,26.31,0.0,Credit Card
ORD-2024-00330,2021-08-20,Jonathan Carter,West,Sports,Yoga Mat Premium,61.64,1,29.84,0.0,Debit Card
ORD-2021-01817,2024-12-31,Michelle Cox,Central,Clothing,Casual Dress Shirt,60.23,1,35.04,0.0,Online Transfer
ORD-2024-00311,2024-04-09,Timothy Lee,East,Home & Kitchen,Coffee Maker Drip,229.14,2,99.19,0.0,Online Transfer
ORD-2021-01826,2021-01-01,Catherine Turner,East,Clothing,Winter Jacket,229.39,2,110.71,0.2,Debit Card
ORD-2022-02061,2023-05-16,Patricia Howard,East,Home & Kitchen,Throw Pillow Set,33.51,1,13.46,0.15,Cash
ORD-2022-00704,2022-08-31,Patrick Wood,South,Home & Kitchen,Throw Pillow Set,116.31,3,21.27,0.15,Credit Card
ORD-2024-01636,2021-11-26,William Jimenez,South,Electronics,27 inch Monitor,1078.84,2,344.07,0.0,Debit Card
ORD-2024-00411,2023-02-07,Brandon Russell,Central,Furniture,Bookshelf 5-Tier,184.43,1,25.23,0.2,Credit Card
ORD-2023-00045,2021-02-02,Mary Castillo,South,Furniture,Coffee Table,435.68,2,148.73,0.0,Online Transfer
ORD-2022-00826,2022-08-29,Stephen Patel,West,Home & Kitchen,Air Fryer 5L,244.17,2,56.86,0.1,Debit Card
ORD-2024-00383,2023-08-20,Ryan Hughes,South,Clothing,Winter Jacket,273.44,2,127.9,0.0,Debit Card
ORD-2023-02172,2022-09-24,David Young,South,Home & Kitchen,Blender 1000W,121.29,1,44.16,0.05,Credit Card
ORD-2023-01510,2022-07-08,Linda Martin,South,Furniture,Desk Lamp LED,121.28,2,36.26,0.1,Cash
ORD-2022-02486,2021-08-19,Mary Price,South,Clothing,Leather Belt,43.2,1,17.49,0.0,Online Transfer
ORD-2024-01225,2023-01-27,Virginia Cox,West,Electronics,27 inch Monitor,429.12,1,86.47,0.2,Credit Card
ORD-2022-00948,2024-10-31,Daniel Flores,South,Sports,Fitness Tracker Band,66.63,1,30.64,0.0,Credit Card
ORD-2021-01107,2022-05-23,Larry Nguyen,South,Electronics,External SSD 1TB,266.92,2,32.05,0.15,Debit Card
ORD-2022-00847,2023-12-12,Jeffrey Campbell,South,Home & Kitchen,Cookware Set 10pc,413.3,2,106.8,0.2,Credit Card
ORD-2024-00152,2024-03-08,James Gutierrez,East,Clothing,Sports Shorts,35.89,1,13.65,0.1,Cash
ORD-2022-01815,2021-12-16,Anthony Green,Central,Furniture,Ergonomic Office Chair,373.76,1,118.51,0.05,Debit Card
ORD-2024-01931,2023-12-30,Karen Martin,South,Electronics,Laptop - 15 inch,1071.81,1,313.39,0.0,Online Transfer
ORD-2024-01250,2024-07-17,Timothy Lee,South,Home & Kitchen,Food Processor,138.56,1,52.51,0.0,Debit Card
ORD-2021-00158,2021-10-18,Jerry Jimenez,South,Sports,Yoga Mat Premium,53.51,1,17.24,0.1,Credit Card
ORD-2024-01052,2024-05-04,Brandon Hughes,South,Furniture,Conference Table,794.89,1,273.28,0.0,Online Transfer
ORD-2023-01701,2021-08-13,William Richardson,West,Sports,Swimming Goggles,25.08,1,9.72,0.05,Credit Card
ORD-2022-00377,2022-06-15,Michelle Morgan,South,Furniture,Coffee Table,641.79,3,,0.0,Debit Card
ORD-2024-01009,2023-06-11,Ashley Coleman,South,Sports,Foam Roller,31.45,1,5.35,0.25,Online Transfer
ORD-2022-00793,2022-05-22,Angela Lee,Central,Sports,Football Soccer,36.06,1,13.62,0.0,Credit Card
ORD-2022-01923,2023-12-11,Rachel Scott,South,Clothing,Running Shoes,292.71,2,152.04,0.05,Cash
ORD-2023-00551,2024-08-23,Joshua Gray,East,Clothing,,34.8,1,17.83,0.05,Credit Card
ORD-2024-00842,2022-09-09,Maria Long,West,Clothing,Men's Formal Shirt,110.4,2,61.37,0.0,Credit Card
ORD-2023-00336,2021-10-16,Jerry Perez,East,Clothing,Casual Dress Shirt,100.3,2,42.9,0.15,Credit Card
ORD-2023-00137,2024-01-29,Christine Williams,West,Furniture,Bookshelf 5-Tier,625.12,3,,0.05,Debit Card
ORD-2023-00083,2024-09-02,Pamela Harris,East,Electronics,Laptop - 15 inch,1298.48,1,407.15,0.0,Debit Card
ORD-2023-01518,2024-01-16,Donald Jimenez,Central,Electronics,Bluetooth Speaker,111.38,1,35.61,0.05,Mobile Payment
ORD-2022-01295,2022-12-11,Gregory Brooks,East,Electronics,27 inch Monitor,1009.39,2,341.81,0.05,Mobile Payment
ORD-2022-01285,2024-12-13,Ronald Morris,East,Clothing,Winter Jacket,100.79,1,35.05,0.25,Mobile Payment
ORD-2022-00244,2022-05-31,George Evans,South,Furniture,Coffee Table,296.86,2,96.92,0.1,Cash
ORD-2021-01123,2024-09-14,Ronald Roberts,Central,Electronics,Wireless Earbuds,163.97,2,40.85,0.15,Debit Card
